Rk,Date,Tm,Unnamed: 3_level_1,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
469,2019-03-10,MEM,,ORL,W 105-97,240,34,82,.415,25,51,.490,9,31,.290,28,31,.903,105
470,2019-03-10,ORL,@,MEM,L 97-105,240,31,87,.356,19,49,.388,12,38,.316,23,27,.852,97
471,2019-03-10,MIA,,TOR,L 104-125,240,42,92,.457,34,65,.523,8,27,.296,12,21,.571,104
472,2019-03-10,TOR,@,MIA,W 125-104,240,42,74,.568,21,34,.618,21,40,.525,20,26,.769,125
473,2019-03-10,MIN,,NYK,W 103-92,240,42,94,.447,33,64,.516,9,30,.300,10,13,.769,103
474,2019-03-10,NYK,@,MIN,L 92-103,240,37,86,.430,27,61,.443,10,25,.400,8,14,.571,92
475,2019-03-10,IND,@,PHI,L 89-106,240,31,83,.373,26,67,.388,5,16,.313,22,37,.595,89
476,2019-03-10,PHI,,IND,W 106-89,240,38,87,.437,31,64,.484,7,23,.304,23,30,.767,106
477,2019-03-10,MIL,@,SAS,L 114-121,240,41,87,.471,27,51,.529,14,36,.389,18,25,.720,114
478,2019-03-10,SAS,,MIL,W 121-114,240,49,100,.490,37,71,.521,12,29,.414,11,15,.733,121
479,2019-03-09,ATL,,BRK,L 112-114,240,39,105,.371,31,64,.484,8,41,.195,26,32,.813,112
480,2019-03-09,BRK,@,ATL,W 114-112,240,33,86,.384,18,42,.429,15,44,.341,33,54,.611,114
481,2019-03-09,BOS,@,LAL,W 120-107,240,48,93,.516,34,55,.618,14,38,.368,10,14,.714,120
482,2019-03-09,LAL,,BOS,L 107-120,240,44,91,.484,39,64,.609,5,27,.185,14,18,.778,107
483,2019-03-09,CHA,@,MIL,L 114-131,240,44,93,.473,29,54,.537,15,39,.385,11,14,.786,114
484,2019-03-09,MIL,,CHO,W 131-114,240,44,90,.489,27,46,.587,17,44,.386,26,30,.867,131
485,2019-03-09,MIN,,WAS,W 135-130 (OT),265,51,114,.447,39,78,.500,12,36,.333,21,24,.875,135
486,2019-03-09,WAS,@,MIN,L 130-135 (OT),265,48,100,.480,32,56,.571,16,44,.364,18,24,.750,130
487,2019-03-09,NYK,,SAC,L 94-102,240,35,94,.372,25,59,.424,10,35,.286,14,21,.667,94
488,2019-03-09,SAC,@,NYK,W 102-94,240,36,95,.379,24,59,.407,12,36,.333,18,22,.818,102
489,2019-03-09,PHO,@,POR,L 120-127,240,43,103,.417,34,76,.447,9,27,.333,25,29,.862,120
490,2019-03-09,POR,,PHO,W 127-120,240,43,86,.500,30,57,.526,13,29,.448,28,36,.778,127
491,2019-03-08,CHI,,DET,L 104-112,240,42,82,.512,37,65,.569,5,17,.294,15,23,.652,104
492,2019-03-08,DET,@,CHI,W 112-104,240,45,83,.542,36,56,.643,9,27,.333,13,21,.619,112
493,2019-03-08,CHA,,WAS,W 112-111,240,40,96,.417,26,55,.473,14,41,.341,18,20,.900,112
494,2019-03-08,WAS,@,CHO,L 111-112,240,40,86,.465,31,59,.525,9,27,.333,22,26,.846,111
495,2019-03-08,DEN,@,GSW,L 105-122,240,33,87,.379,21,54,.389,12,33,.364,27,35,.771,105
496,2019-03-08,GSW,,DEN,W 122-105,240,45,84,.536,27,49,.551,18,35,.514,14,21,.667,122
497,2019-03-08,HOU,,PHI,W 107-91,240,42,85,.494,29,44,.659,13,41,.317,10,15,.667,107
498,2019-03-08,PHI,@,HOU,L 91-107,240,35,95,.368,32,69,.464,3,26,.115,18,23,.783,91
499,2019-03-08,LAC,,OKC,W 118-110,240,39,86,.453,30,61,.492,9,25,.360,31,46,.674,118
500,2019-03-08,OKC,@,LAC,L 110-118,240,41,102,.402,30,58,.517,11,44,.250,17,26,.654,110
501,2019-03-08,MEM,,UTA,W 114-104,240,46,90,.511,37,68,.544,9,22,.409,13,15,.867,114
502,2019-03-08,UTA,@,MEM,L 104-114,240,35,82,.427,17,34,.500,18,48,.375,16,24,.667,104
503,2019-03-08,CLE,@,MIA,L 110-126,240,39,81,.481,20,38,.526,19,43,.442,13,16,.813,110
504,2019-03-08,MIA,,CLE,W 126-110,240,45,79,.570,33,54,.611,12,25,.480,24,33,.727,126
505,2019-03-08,NOP,,TOR,L 104-127,240,43,105,.410,33,66,.500,10,39,.256,8,13,.615,104
506,2019-03-08,TOR,@,NOP,W 127-104,240,53,99,.535,40,62,.645,13,37,.351,8,9,.889,127
507,2019-03-08,DAL,@,ORL,L 106-111,240,42,89,.472,32,55,.582,10,34,.294,12,16,.750,106
508,2019-03-08,ORL,,DAL,W 111-106,240,42,87,.483,28,58,.483,14,29,.483,13,18,.722,111
509,2019-03-07,IND,@,MIL,L 98-117,240,35,90,.389,21,53,.396,14,37,.378,14,20,.700,98
510,2019-03-07,MIL,,IND,W 117-98,240,43,86,.500,29,51,.569,14,35,.400,17,21,.810,117
511,2019-03-07,OKC,@,POR,W 129-121 (OT),265,48,105,.457,40,78,.513,8,27,.296,25,32,.781,129
512,2019-03-07,POR,,OKC,L 121-129 (OT),265,37,94,.394,28,53,.528,9,41,.220,38,47,.809,121
513,2019-03-06,ATL,,SAS,L 104-111,240,36,92,.391,23,49,.469,13,43,.302,19,24,.792,104
514,2019-03-06,SAS,@,ATL,W 111-104,240,44,89,.494,34,56,.607,10,33,.303,13,18,.722,111
515,2019-03-06,BRK,,CLE,W 113-107,240,43,91,.473,31,58,.534,12,33,.364,15,26,.577,113
516,2019-03-06,CLE,@,BRK,L 107-113,240,35,87,.402,19,49,.388,16,38,.421,21,29,.724,107
517,2019-03-06,CHI,,PHI,W 108-107,240,41,93,.441,35,70,.500,6,23,.261,20,27,.741,108
518,2019-03-06,PHI,@,CHI,L 107-108,240,40,87,.460,32,63,.508,8,24,.333,19,24,.792,107
519,2019-03-06,CHA,,MIA,L 84-91,240,30,82,.366,16,46,.348,14,36,.389,10,15,.667,84
520,2019-03-06,MIA,@,CHO,W 91-84,240,38,90,.422,29,64,.453,9,26,.346,6,11,.545,91
521,2019-03-06,DET,,MIN,W 131-114,240,50,93,.538,36,60,.600,14,33,.424,17,22,.773,131
522,2019-03-06,MIN,@,DET,L 114-131,240,41,84,.488,29,57,.509,12,27,.444,20,21,.952,114
523,2019-03-06,DEN,@,LAL,W 115-99,240,45,98,.459,32,56,.571,13,42,.310,12,17,.706,115
524,2019-03-06,LAL,,DEN,L 99-115,240,40,84,.476,33,53,.623,7,31,.226,12,23,.522,99
